4898 11 1
0,3076923077 0,026788202 0,2168674699 0,3082822086 0,1300075149 0,149825784 0,373549884 1 0,2545454545 0,2674418605 0,1290322581 0,5
0,3461538462 0,0001592167 0,2530120482 0,2055214724 0,190704665 0,1602787456 0,4385150812 1,07898609186927E-05 0,1545454545 0,2325581395 0,1451612903 0,5
0,2788461538 0,0001592167 0,2108433735 0,1917177914 8,67102144632638E-05 0,2160278746 0,4547563805 0,9960000516 0,3909090909 0,3255813953 0,2419354839 0,3333333333
0,3076923077 0,0001492656 0,2168674699 0,1901840491 0,1473495578 0,243902439 0,3897911833 1,00898699415765E-05 0,4 0,3139534884 0,2903225806 0,3333333333
0,4423076923 0,0001890698 0,2771084337 0,1242331288 0,1386785363 0,1289198606 0,4361948956 1,02898673636097E-05 0,3818181818 0,4302325581 0,2580645161 0,5
0,2788461538 0,0003781396 0,1084337349 0,027607362 0,0982137696 0,0801393728 0,2064965197 0,00000249 0,3272727273 0,2558139535 0,7419354839 0,6666666667
0,3557692308 0,0002089719 0,186746988 0,1280674847 0,1589109197 0,06271777 0,3294663573 9,68987509750997E-06 0,3272727273 0,3720930233 0,2096774194 0,3333333333
0,5769230769 0,0003383354 0,2891566265 0,1418711656 0,0982137696 0,0104529617 0,2343387471 8,68988798734382E-06 0,1363636364 0,0813953488 0,3225806452 0,3333333333
0,3173076923 0,0002189229 0,2771084337 0,013803681 0,190704665 0,0940766551 0,2877030162 0,00000349 0,3636363636 0,3720930233 0,7580645161 0,5
0,3942307692 0,0001094614 0,2710843373 0,013803681 0,1300075149 0,0522648084 0,2018561485 4,58994083566261E-06 0,3727272727 0,1976744186 0,4838709677 0,5
0,3653846154 0,0003980416 0,2228915663 0,0030674847 0,106884791 0,0069686411 0,211136891 0,00000309 0,2818181818 0,1976744186 0,5483870968 0,1666666667
0,2403846154 0,0001393146 0,2590361446 0,0605828221 0,1097751315 0,1010452962 0,2807424594 4,68993954667922E-06 0,5727272727 0,1279069767 0,564516129 0,6666666667
0,3557692308 0,0001890698 0,186746988 0,2622699387 0,1473495578 0,1080139373 0,3805104408 0,9980000258 0,3363636364 0,488372093 0,3548387097 0,3333333333
0,2980769231 0,0001492656 0,2409638554 0,1058282209 5,78068096421758E-05 0,1672473868 0,3294663573 5,58992794582876E-06 0,3545454545 0,0581395349 0,5483870968 0,5
0,3269230769 0,000238825 0,2831325301 0,0690184049 0,1271171744 0,0592334495 0,1299303944 0,9900001289 0,2818181818 0,2209302326 0,7419354839 0,1666666667
0,2019230769 0,0001492656 0,1807228916 0,1886503067 0,1560205792 0,1916376307 0,373549884 1,00898699415765E-05 0,5090909091 0,1976744186 0,2258064516 0,3333333333
0,2115384615 0,0005871114 0,0421686747 0,009202454 0,0001156136 0,0243902439 0,2296983759 5,98992278989529E-06 0,3545454545 0,1511627907 0,1129032258 0,1666666667
0,25 0,0001691677 0,1927710843 0,0751533742 0,1415688768 0,1358885017 0,3874709977 0,9940000773 0,4272727273 0,5348837209 0,1935483871 0,5
0,25 0,000248776 0,186746988 0,0751533742 0,1386785363 0,1393728223 0,3805104408 7,98989701022759E-06 0,4272727273 0,511627907 0,2096774194 0,5
0,3173076923 0,0002587271 0,0903614458 0,009202454 0,1531302387 0,2055749129 0,403712297 6,48991634497831E-06 0,3363636364 0,2441860465 0,1935483871 0,3333333333
0,2884615385 0,0001990208 0,2409638554 0,3282208589 0,1386785363 0,1602787456 0,3665893271 1 0,1909090909 0,3255813953 0,1129032258 0,3333333333
0,2980769231 0,0001890698 0,2409638554 0,2055214724 8,67102144632638E-05 0,2160278746 0,505800464 1,07898609186927E-05 0,4181818182 0,4186046512 0,2580645161 0,5
0,2884615385 0,0001791187 0,3373493976 0,1733128834 0,1242268339 0,2160278746 0,5034802784 0,9960000516 0,2727272727 0,476744186 0,2096774194 0,3333333333
0,2884615385 0,0002089719 0,3373493976 0,1733128834 0,1242268339 0,2229965157 0,5127610209 1,00898699415765E-05 0,2727272727 0,476744186 0,2096774194 0,3333333333
0,2788461538 0,0001592167 0,2469879518 0,1349693252 5,78068096421758E-05 0,1637630662 0,3642691415 8,2898931432774E-06 0,3636363636 0,4534883721 0,3064516129 0,5
0,2019230769 0,0002189229 0,1385542169 0,0552147239 0,1097751315 0,1393728223 0,2552204176 5,28993181277895E-06 0,3909090909 0,3255813953 0,4838709677 0,3333333333
0,2884615385 0,0004477968 0,2108433735 0,0490797546 0,0982137696 0,0836236934 0,2320185615 0,00000349 0,4909090909 0,4069767442 0,7580645161 0,8333333333
0,2596153846 0,0001990208 0,1686746988 0,1211656442 0,1357881958 0,181184669 0,4663573086 9,08988283141035E-06 0,3363636364 0,3720930233 0,1451612903 0,1666666667
0,2692307692 0,0001990208 0,1686746988 0,1211656442 0,1502398983 0,1846689895 0,4686774942 9,08988283141035E-06 0,3363636364 0,3837209302 0,1451612903 0,5
0,2884615385 0,0001990208 0,2409638554 0,3282208589 0,1386785363 0,1602787456 0,3665893271 1 0,1909090909 0,3255813953 0,1129032258 0,3333333333
0,2884615385 0,0001990208 0,2168674699 0,1134969325 0,1300075149 0,0905923345 0,2645011601 5,68992665684537E-06 0,2727272727 0,1744186047 0,5483870968 0,5
0,2692307692 6,96572861521315E-05 0,2048192771 0,0690184049 0,1589109197 0,1114982578 0,2691415313 7,08990861107804E-06 0,5818181818 0,2325581395 0,2580645161 0,3333333333
0,25 0,0002089719 0,265060241 0,0460122699 0,0005202613 0,2543554007 0,3990719258 7,08990861107804E-06 0,2727272727 0,2209302326 0,1774193548 0,3333333333
0,25 0,0002189229 0,2710843373 0,0444785276 0,5693392682 0,2578397213 0,3967517401 7,08990861107804E-06 0,2727272727 0,1976744186 0,1774193548 0,5
0,25 0,0002089719 0,265060241 0,0460122699 0,5693392682 0,2543554007 0,403712297 7,08990861107804E-06 0,2636363636 0,1860465116 0,1774193548 0,3333333333
0,2884615385 0,0001791187 0,1445783133 0,1104294479 0,1502398983 0,181184669 0,475638051 8,98988412039374E-06 0,3727272727 0,2906976744 0,1451612903 0,3333333333
0,3173076923 0,000238825 0,1445783133 0,1917177914 8,67102144632638E-05 0,1742160279 0,4524361949 0,9970000387 0,3454545455 0,3139534884 0,1290322581 0,3333333333
0,2884615385 0,0001791187 0,1445783133 0,1104294479 0,1502398983 0,181184669 0,475638051 8,98988412039374E-06 0,3727272727 0,2906976744 0,1451612903 0,3333333333
0,2884615385 0,0001890698 0,156626506 0,2377300613 0,1415688768 0,1846689895 0,43387471 1,12898544737759E-05 0,3909090909 0,3255813953 0,2096774194 0,3333333333
0,3173076923 0,000238825 0,1445783133 0,1917177914 8,67102144632638E-05 0,1742160279 0,4524361949 0,9970000387 0,3454545455 0,3139534884 0,1290322581 0,3333333333
0,2980769231 0,0004577479 0,1927710843 0,1932515337 8,67102144632638E-05 0,1777003484 0,5266821346 1,01898686525931E-05 0,4363636364 0,3255813953 0,2580645161 0,3333333333
0,2884615385 0,0001791187 0,2048192771 0,2039877301 0,0982137696 0,1289198606 0,2900232019 7,78989958819427E-06 0,5545454545 0,3604651163 0,6451612903 0,5
0,1923076923 0,0001990208 0,2108433735 0,0260736196 0,1531302387 0,118466899 0,2436194896 5,28993181277895E-06 0,5090909091 0,3255813953 0,3548387097 0,1666666667
0,25 0,0001293635 0,3012048193 0,1687116564 0,1213364934 0,149825784 0,3341067285 1,00898699415765E-05 0,3909090909 0,2441860465 0,1290322581 0,3333333333
0,3076923077 7,96083270310074E-05 0,1927710843 0,1180981595 0,1300075149 0,1254355401 0,2714617169 8,68988798734382E-06 0,4454545455 0,1395348837 0,1935483871 0,3333333333
0,6153846154 0,0003582375 0,5301204819 0,0858895706 0,1415688768 0,06271777 0,2668213457 9,68987509750997E-06 0,2454545455 0,3372093023 0,3064516129 0,1666666667
0,2884615385 0,000487601 0,1746987952 0,0245398773 5,78068096421758E-05 0,0452961672 0,1577726218 6,68991376701152E-06 0,5454545455 0,6046511628 0,3548387097 0,3333333333
0,2211538462 0,0003184333 0,186746988 0,004601227 0,1386785363 0,0731707317 0,373549884 0,9920001031 0,4545454545 0,6395348837 0,2419354839 0,5
0,1730769231 0,2437208932 0,1506024096 0,1395705521 0,0924330886 0,0348432056 0,1368909513 0,9930000902 0,5363636364 0,1395348837 0,4032258065 0,3333333333
0,2884615385 9,95104087887593E-05 0,2289156627 0,0122699387 0,1097751315 0,1149825784 0,2366589327 4,68993954667922E-06 0,5454545455 0,4302325581 0,5161290323 0,6666666667
0,3076923077 7,96083270310074E-05 0,1927710843 0,1180981595 0,1300075149 0,1254355401 0,2714617169 8,68988798734382E-06 0,4454545455 0,1395348837 0,1935483871 0,3333333333
0,2788461538 4,97552043943797E-05 0,1746987952 0,0720858896 0,1473495578 0,1010452962 0,2621809745 7,28990603311125E-06 0,6545454545 0,1744186047 0,2741935484 0,5
0,2307692308 0,0001691677 0,1506024096 0,0122699387 2,89034048210879E-05 0,1149825784 0,222737819 4,08994728057959E-06 0,5272727273 0,2558139535 0,5 0,6666666667
0,1923076923 0,0001791187 0,1445783133 0,1319018405 0,1271171744 0,1846689895 0,3317865429 8,98988412039374E-06 0,5363636364 0,1860465116 0,2258064516 0,3333333333
0,3557692308 0,0001890698 0,2168674699 0,0981595092 0,1039944505 0,149825784 0,3596287703 6,78991247802812E-06 0,2818181818 0,1279069767 0,4838709677 0,3333333333
0,1923076923 0,0001791187 0,1445783133 0,1319018405 0,1271171744 0,1846689895 0,3317865429 8,98988412039374E-06 0,5363636364 0,1860465116 0,2258064516 0,3333333333
0,1826923077 0,0001990208 0,1445783133 0,259202454 0,1271171744 0,2020905923 0,3665893271 1,17898480288589E-05 0,5363636364 0,2558139535 0,2258064516 0,3333333333
0,3557692308 0,0001492656 0,2168674699 0,0981595092 0,1039944505 0,1428571429 0,3526682135 6,68991376701152E-06 0,2909090909 0,1162790698 0,4838709677 0,3333333333
0,3557692308 0,0001890698 0,2168674699 0,0981595092 0,1039944505 0,149825784 0,3596287703 6,78991247802812E-06 0,2818181818 0,1279069767 0,4838709677 0,3333333333
0,3269230769 0,6815666919 0,1265060241 0,1365030675 0,000144517 0,1080139373 0,3781902552 9,98987123055989E-06 0,2545454545 0,3837209302 0,1774193548 0,5
0,2307692308 0,0001691677 0,1506024096 0,0122699387 2,89034048210879E-05 0,1149825784 0,222737819 4,08994728057959E-06 0,5272727273 0,2558139535 0,5 0,6666666667
0,2596153846 0,0001094614 0,1807228916 0,0030674847 0,1242268339 0,1080139373 0,313225058 6,48991634497831E-06 0,6363636364 0,1976744186 0,1774193548 0,5
0,2403846154 0,4924969152 0,1325301205 0,018404908 0,1328978554 0,1010452962 0,3039443155 5,78992536786197E-06 0,6090909091 0,3720930233 0,3870967742 0,5
0,3173076923 0,0001592167 0,2469879518 0,263803681 0,1328978554 0,1289198606 0,3155452436 1,26898364280084E-05 0,5454545455 0,1976744186 0,1129032258 0,3333333333
0,25 8,95593679098834E-05 0,1927710843 0,027607362 0,1386785363 0,1358885017 0,4431554524 6,68991376701152E-06 0,7090909091 0,3255813953 0,2741935484 0,5
0,3173076923 0,0001691677 0,1927710843 0,1487730061 0,118446153 0,2229965157 0,6102088167 9,78987380852657E-06 0,4090909091 0,3488372093 0,1774193548 0,5
0,25 8,95593679098834E-05 0,1927710843 0,027607362 0,1386785363 0,1358885017 0,4431554524 6,68991376701152E-06 0,7090909091 0,3255813953 0,2741935484 0,5
0,3173076923 0,0001592167 0,2469879518 0,263803681 0,1328978554 0,1289198606 0,3155452436 1,26898364280084E-05 0,5454545455 0,1976744186 0,1129032258 0,3333333333
0,2884615385 0,0005572583 0,0481927711 0,1395705521 0,1791433031 0,0836236934 0,3085846868 1,00898699415765E-05 0,5909090909 0,2790697674 0,1451612903 0,1666666667
0,4326923077 0,0001990208 0,2409638554 0,1104294479 0,118446153 0,1254355401 0,4292343387 1,04898647856429E-05 0,5636363636 0,3372093023 0,2580645161 0,5
0,4230769231 0,0001890698 0,234939759 0,1104294479 0,112665472 0,1637630662 0,4617169374 1,04898647856429E-05 0,5363636364 0,3372093023 0,2419354839 0,5
0,3269230769 0,0001492656 0,2289156627 0,2101226994 0,1675819412 0,1846689895 0,4292343387 1,07898609186927E-05 0,3363636364 0,2558139535 0,1612903226 0,5
0,3269230769 0,0001492656 0,2289156627 0,2101226994 0,1675819412 0,1846689895 0,4292343387 1,07898609186927E-05 0,3363636364 0,2558139535 0,1612903226 0,5
0,3269230769 0,0001492656 0,2289156627 0,2101226994 0,1675819412 0,1846689895 0,4292343387 1,07898609186927E-05 0,3363636364 0,2558139535 0,1612903226 0,5
0,3269230769 0,0001492656 0,2289156627 0,2101226994 0,1675819412 0,1846689895 0,4292343387 1,07898609186927E-05 0,3363636364 0,2558139535 0,1612903226 0,5
0,2884615385 0,0004378458 0,1927710843 0,1932515337 0,1271171744 0,181184669 0,4918793503 1,00898699415765E-05 0,5 0,3255813953 0,2580645161 0,5
0,3076923077 0,0001791187 0,3554216867 0,0122699387 0,106884791 0,1324041812 0,2575406032 4,68993954667922E-06 0,5636363636 0,2209302326 0,5 0,6666666667
0,2307692308 0,0001691677 0,1265060241 0,2292944785 0,112665472 0,0905923345 0,3480278422 1,10898570517426E-05 0,6909090909 0,488372093 0,2580645161 0,5
0,3365384615 0,000238825 0,1385542169 0,2009202454 8,67102144632638E-05 0,1637630662 0,4361948956 1,13898531847925E-05 0,4363636364 0,2790697674 0,1129032258 0,3333333333
0,375 0,0002288739 0,156626506 0,1104294479 0,0895427481 0,0731707317 0,1879350348 7,28990603311125E-06 0,3727272727 0,3255813953 0,3870967742 0,3333333333
0,3173076923 0,0001293635 0,2228915663 0,027607362 0,0750910457 0,0731707317 0,211136891 0,00000319 0,3909090909 0,1860465116 0,5483870968 0,6666666667
0,2884615385 0,0001592167 0,2048192771 0,032208589 0,1357881958 0,2177700348 0,4860788863 6,2899189229451E-06 0,5272727273 0,4186046512 0,2741935484 0,5
0,2980769231 0,0003184333 0,3373493976 0,1625766871 0,1242268339 0,1324041812 0,3085846868 1,03898660746263E-05 0,3818181818 0,2790697674 0,1129032258 0,3333333333
0,2211538462 9,95104087887593E-05 0,2168674699 0,0214723926 0,1097751315 0,06271777 0,5580046404 5,18993310176235E-06 0,5909090909 0,6627906977 0,5322580645 0,5
0,2884615385 0,0001293635 0,1626506024 0,023006135 2,89034048210879E-05 0,0836236934 0,3016241299 0,00000289 0,4 0,4534883721 0,7419354839 0,6666666667
0,1923076923 0,0001194125 0,1626506024 0,0122699387 0,0895427481 0,0348432056 0,1577726218 0,00000339 0,4818181818 0,1627906977 0,4677419355 0,6666666667
0,1730769231 0,0001094614 0,156626506 0,0122699387 2,89034048210879E-05 0,0348432056 0,1554524362 0,00000339 0,4818181818 0,1744186047 0,4677419355 0,6666666667
0,2211538462 0,0003283843 0,0843373494 0,1503067485 0,106884791 0,0557491289 0,2552204176 0,9950000644 0,6 0,2674418605 0,3225806452 0,3333333333
0,2019230769 0,0001293635 0,1686746988 0,0613496933 0,1531302387 0,1324041812 0,4408352668 9,28988025344355E-06 0,9090909091 0,5581395349 0,3225806452 0,1666666667
0,4519230769 0,0001791187 0,1265060241 0,2392638037 0,2138273889 0,1358885017 0,4361948956 0,9970000387 0,2727272727 0,3255813953 0,2903225806 0
0,2980769231 0,0003184333 0,3373493976 0,1625766871 0,1242268339 0,1324041812 0,3085846868 1,03898660746263E-05 0,3818181818 0,2790697674 0,1129032258 0,3333333333
0,1923076923 0,0001592167 0,265060241 0,0444785276 0,0837620672 0,0104529617 0,2320185615 4,1899459915962E-06 0,7363636364 0,2441860465 0,5967741935 0
0,1923076923 0,0001592167 0,234939759 0,013803681 0,1560205792 0,1219512195 0,3457076566 6,08992150091189E-06 0,4454545455 0,3488372093 0,2096774194 0,5
0,2788461538 0,0001791187 0,234939759 0,0076687117 5,78068096421758E-05 0,149825784 0,3201856148 6,38991763396171E-06 0,5454545455 0,4186046512 0,2580645161 0,8333333333
0,2403846154 0,0002686781 0,1807228916 0,0782208589 0,1011041101 0,0209059233 0,2041763341 5,58992794582876E-06 0,5 0,2209302326 0,4838709677 0,6666666667
0,2403846154 0,0002686781 0,1807228916 0,0782208589 0,1011041101 0,0209059233 0,2041763341 5,58992794582876E-06 0,5 0,2209302326 0,4838709677 0,6666666667
0,25 0,0001492656 0,234939759 0,018404908 0,0924330886 0,0731707317 0,252900232 4,08994728057959E-06 0,5454545455 0,3255813953 0,6129032258 0,5
0,1923076923 0,0002786291 0,2289156627 0,004601227 0,106884791 0,0034843206 0,1531322506 0,00000329 0,5090909091 0,1395348837 0,5483870968 0,1666666667
0,2980769231 0,1143573618 0,2108433735 0,0736196319 0,1386785363 0,118466899 0,2296983759 6,78991247802812E-06 0,5454545455 0,2325581395 0,3548387097 0,5
0,2980769231 0,0002089719 0,2409638554 0,2891104294 0,1242268339 0,118466899 0,3410672854 1,24898390059752E-05 0,1909090909 0,2906976744 0,1451612903 0,3333333333
0,2980769231 0,0001990208 0,2409638554 0,1165644172 0,1039944505 0,0452961672 0,1995359629 7,28990603311125E-06 0,4090909091 0,1279069767 0,3548387097 0,3333333333
0,3269230769 0,0002089719 0,2409638554 0,1993865031 0,1300075149 0,2229965157 0,5150812065 1,05898634966595E-05 0,3272727273 0,4302325581 0,2580645161 0,5
0,2307692308 0,0001592167 0,2108433735 0,009202454 0,1097751315 0,0696864111 0,3665893271 4,08994728057959E-06 0,3454545455 0,3023255814 0,4193548387 0,5
0,2980769231 0,0002089719 0,2409638554 0,2891104294 0,1242268339 0,118466899 0,3410672854 1,24898390059752E-05 0,1909090909 0,2906976744 0,1451612903 0,3333333333
0,2980769231 0,000238825 0,156626506 0,1180981595 0,1531302387 0,1045296167 0,3967517401 9,38987896446016E-06 0,4818181818 0,3372093023 0,1935483871 0,5
0,1442307692 0,000497552 0,0421686747 0,0966257669 0,1242268339 0,1114982578 0,3248259861 7,28990603311125E-06 0,5636363636 0,4069767442 0,2741935484 0,3333333333
0,1442307692 0,5820562831 0,0421686747 0,0996932515 0,1271171744 0,1114982578 0,3155452436 7,38990474412786E-06 0,5636363636 0,4069767442 0,2741935484 0,5
0,1538461538 0,0005075031 0,0421686747 0,0981595092 0,1300075149 0,118466899 0,3201856148 7,28990603311125E-06 0,5636363636 0,4069767442 0,2741935484 0,5
0,2980769231 0,000238825 0,156626506 0,1180981595 0,1531302387 0,1045296167 0,3967517401 9,38987896446016E-06 0,4818181818 0,3372093023 0,1935483871 0,5
0,1346153846 0,0005174541 0,0421686747 0,0981595092 0,1271171744 0,1080139373 0,3201856148 7,28990603311125E-06 0,5545454545 0,4186046512 0,2741935484 0,3333333333
0,1923076923 0,0001691677 0,156626506 0,1917177914 0,1473495578 0,1463414634 0,3225058005 1,00898699415765E-05 0,5181818182 0,1860465116 0,2096774194 0,3333333333
0,2692307692 0,000497552 0,1807228916 0,0690184049 0,1646916007 0,0975609756 0,2645011601 7,78989958819427E-06 0,4727272727 0,1860465116 0,1612903226 0,3333333333
0,3076923077 0,0002089719 0,3253012048 0,1549079755 0,1328978554 0,1986062718 0,5220417633 9,48987767547676E-06 0,3 0,4534883721 0,2419354839 0,3333333333
0,2692307692 0,0001094614 0,2469879518 0,1273006135 0,1328978554 0,1707317073 0,3712296984 8,2898931432774E-06 0,3818181818 0,4069767442 0,2903225806 0,5
0,2788461538 0,0001194125 0,2469879518 0,1303680982 0,1271171744 0,1672473868 0,3642691415 8,2898931432774E-06 0,3818181818 0,4186046512 0,2903225806 0,5
0,375 0,0001791187 0,2409638554 0,0076687117 0,1213364934 0,0243902439 0,1183294664 4,3899434136294E-06 0,1545454545 0,3255813953 0,4193548387 0,3333333333
0,2884615385 0,000238825 0,2048192771 0,009202454 0,1271171744 0,0418118467 0,1345707657 4,78993825769582E-06 0,3 0,2906976744 0,4193548387 0,1666666667
0,3076923077 0,0002189229 0,2951807229 0,0628834356 0,1039944505 0,0522648084 0,222737819 4,48994212464601E-06 0,4909090909 0,5348837209 0,7096774194 0,6666666667
0,3076923077 0,0001592167 0,2168674699 0,0337423313 0,0982137696 0,0696864111 0,2389791183 0,00000289 0,4272727273 0,1860465116 0,7419354839 0,8333333333
0,2211538462 0,0002288739 0,3493975904 0,0674846626 0,112665472 0,118466899 0,2436194896 0,00000379 0,5272727273 0,4418604651 0,6935483871 0,8333333333
0,2884615385 0,0003582375 0,2228915663 0,0690184049 0,1357881958 0,1533101045 0,4454756381 6,68991376701152E-06 0,3272727273 0,5 0,4032258065 0,1666666667
0,2788461538 0,0002587271 0,1807228916 0,2300613497 0,1560205792 0,1707317073 0,43387471 1,10898570517426E-05 0,4272727273 0,3139534884 0,2096774194 0,3333333333
0,3173076923 0,0002686781 0,1445783133 0,226993865 0,1589109197 0,1533101045 0,4385150812 1,16898493178423E-05 0,3636363636 0,3139534884 0,1290322581 0,3333333333
0,3365384615 0,000238825 0,1506024096 0,1012269939 0,1618012602 0,1567944251 0,3967517401 8,98988412039374E-06 0,3272727273 0,2906976744 0,1290322581 0,3333333333
